2021:06:09 11:12:14 IST +0530,67.25,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:15 IST +0530,67.4,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:15 IST +0530,67.6,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:17 IST +0530,67.55,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:17 IST +0530,67.55,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:18 IST +0530,67.55,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:18 IST +0530,67.5,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:19 IST +0530,67.6,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:19 IST +0530,67.6,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:20 IST +0530,67.0,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:21 IST +0530,67.0,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:21 IST +0530,66.95,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:22 IST +0530,66.85,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:23 IST +0530,66.9,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:23 IST +0530,66.9,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:24 IST +0530,66.9,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:24 IST +0530,66.9,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:25 IST +0530,67.1,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
