2021:06:15 13:55:30 IST +0530,838.7,844.6,838.7,840.6,"{12738562: 1275, 12739074: 1325, 9841410: 6075, 12739586: 1975, 12740098: 0, 12740610: 3675}"
2021:06:15 13:58:21 IST +0530,840.6,840.6,840.6,840.6,"{12738562: 1425, 12739074: 1650, 9841410: 250, 12739586: 2275, 12740098: 0, 12740610: 4875}"
2021:06:15 14:01:02 IST +0530,840.6,840.6,840.6,840.6,"{12738562: 1575, 12739074: 1725, 9841410: 575, 12739586: 2425, 12740098: 0, 12740610: 2200}"
2021:06:15 14:03:54 IST +0530,840.6,891.2,840.6,891.2,"{12738562: 1725, 12739074: 1750, 9841410: 700, 12739586: 4400, 12740098: 0, 12740610: 5050}"
2021:06:15 14:06:38 IST +0530,891.2,891.2,883.1,883.1,"{12738562: 1825, 12739074: 1475, 9841410: 550, 12739586: 4650, 12740098: 0, 12740610: 2475}"
2021:06:15 14:09:18 IST +0530,883.1,883.1,883.1,883.1,"{12738562: 2075, 12739074: 4825, 9841410: 250, 12739586: 4800, 12740098: 0, 12740610: 375}"
2021:06:15 14:11:33 IST +0530,883.1,883.1,883.1,883.1,"{12738562: 2275, 12739074: 4950, 9841410: 5125, 12739586: 4900, 12740098: 0, 12740610: 10850}"
2021:06:15 14:14:21 IST +0530,883.1,883.1,883.1,883.1,"{12738562: 2575, 12739074: 5150, 9841410: 5125, 12739586: 5075, 12740098: 0, 12740610: 10275}"
2021:06:15 14:17:02 IST +0530,883.1,883.1,879.0,882.55,"{12738562: 2775, 12739074: 5175, 9841410: 7750, 12739586: 5150, 12740098: 0, 12740610: 425}"
2021:06:15 14:19:30 IST +0530,882.55,882.55,882.55,882.55,"{12738562: 3025, 12739074: 4775, 9841410: 6000, 12739586: 5275, 12740098: 0, 12740610: 375}"
2021:06:15 14:22:03 IST +0530,882.55,882.55,867.15,867.15,"{12738562: 3275, 12739074: 4700, 9841410: 4225, 12739586: 100, 12740098: 0, 12740610: 550}"
2021:06:15 14:24:38 IST +0530,867.15,887.95,857.45,887.95,"{12738562: 3500, 12739074: 4250, 9841410: 5350, 12739586: 275, 12740098: 0, 12740610: 550}"
2021:06:15 14:27:21 IST +0530,887.95,887.95,882.2,882.8,"{12738562: 3625, 12739074: 4150, 9841410: 4775, 12739586: 2300, 12740098: 0, 12740610: 1100}"
2021:06:15 14:29:50 IST +0530,882.8,882.8,882.8,882.8,"{12738562: 3725, 12739074: 3800, 9841410: 4475, 12739586: 2425, 12740098: 0, 12740610: 3150}"
2021:06:15 14:32:48 IST +0530,882.8,882.8,882.8,882.8,"{12738562: 3900, 12739074: 3975, 9841410: 4850, 12739586: 2650, 12740098: 0, 12740610: 1700}"
2021:06:15 14:35:52 IST +0530,882.8,882.8,882.8,882.8,"{12738562: 4075, 12739074: 4000, 9841410: 8600, 12739586: 4500, 12740098: 0, 12740610: 2050}"
