2021:06:15 13:13:26 IST +0530,812.8,817.3,809.75,811.0,"{12738562: 4675, 12739074: 2825, 9841410: 950, 12739586: 200, 12740098: 2025, 12740610: 0}"
2021:06:15 13:16:14 IST +0530,811.0,811.0,807.35,808.55,"{12738562: 4800, 12739074: 2975, 9841410: 1250, 12739586: 350, 12740098: 3950, 12740610: 0}"
2021:06:15 13:18:51 IST +0530,808.55,809.1,808.0,808.35,"{12738562: 4925, 12739074: 3075, 9841410: 1400, 12739586: 475, 12740098: 4300, 12740610: 0}"
2021:06:15 13:22:54 IST +0530,808.35,808.35,775.1,794.95,"{12738562: 5075, 12739074: 5000, 9841410: 5500, 12739586: 650, 12740098: 975, 12740610: 0}"
2021:06:15 13:25:15 IST +0530,794.95,820.0,794.95,818.2,"{12738562: 5175, 12739074: 4625, 9841410: 3850, 12739586: 800, 12740098: 725, 12740610: 0}"
2021:06:15 13:27:45 IST +0530,818.2,821.25,815.0,815.0,"{12738562: 50, 12739074: 4425, 9841410: 3725, 12739586: 925, 12740098: 4175, 12740610: 0}"
2021:06:15 13:30:14 IST +0530,815.0,815.0,805.4,805.4,"{12738562: 175, 12739074: 4525, 9841410: 3850, 12739586: 1050, 12740098: 3675, 12740610: 0}"
2021:06:15 13:32:43 IST +0530,805.4,805.4,790.0,791.65,"{12738562: 275, 12739074: 4625, 9841410: 4175, 12739586: 1125, 12740098: 2300, 12740610: 0}"
2021:06:15 13:35:10 IST +0530,791.65,791.65,786.35,789.2,"{12738562: 375, 12739074: 4600, 9841410: 4225, 12739586: 775, 12740098: 2675, 12740610: 0}"
2021:06:15 13:37:28 IST +0530,789.2,789.2,713.9,718.55,"{12738562: 450, 12739074: 4475, 9841410: 4425, 12739586: 5875, 12740098: 2500, 12740610: 0}"
2021:06:15 13:40:09 IST +0530,718.55,752.7,718.55,745.25,"{12738562: 575, 12739074: 4650, 9841410: 4025, 12739586: 5050, 12740098: 2550, 12740610: 0}"
2021:06:15 13:42:46 IST +0530,745.25,775.0,745.25,755.05,"{12738562: 675, 12739074: 4900, 9841410: 3725, 12739586: 4875, 12740098: 4500, 12740610: 0}"
2021:06:15 13:45:09 IST +0530,755.05,755.05,751.3,753.1,"{12738562: 775, 12739074: 4675, 9841410: 3550, 12739586: 4450, 12740098: 950, 12740610: 0}"
2021:06:15 13:47:35 IST +0530,753.1,753.1,753.1,753.1,"{12738562: 900, 12739074: 4750, 9841410: 3525, 12739586: 4075, 12740098: 325, 12740610: 0}"
2021:06:15 13:50:04 IST +0530,753.1,768.0,753.1,767.35,"{12738562: 1025, 12739074: 4825, 9841410: 3525, 12739586: 4950, 12740098: 1350, 12740610: 0}"
2021:06:15 13:52:26 IST +0530,767.35,770.8,767.35,770.8,"{12738562: 1125, 12739074: 4975, 9841410: 5875, 12739586: 800, 12740098: 4325, 12740610: 0}"
2021:06:15 13:54:49 IST +0530,770.8,774.3,768.85,773.45,"{12738562: 1275, 12739074: 5175, 9841410: 4550, 12739586: 1975, 12740098: 6925, 12740610: 0}"
2021:06:15 13:57:32 IST +0530,773.45,780.15,767.75,773.35,"{12738562: 1375, 12739074: 75, 9841410: 6650, 12739586: 2200, 12740098: 7500, 12740610: 0}"
2021:06:15 14:00:08 IST +0530,773.35,775.85,771.0,774.45,"{12738562: 1525, 12739074: 125, 9841410: 4150, 12739586: 2375, 12740098: 7400, 12740610: 0}"
2021:06:15 14:02:47 IST +0530,774.45,815.2,774.45,815.2,"{12738562: 1675, 12739074: 4900, 9841410: 3750, 12739586: 2650, 12740098: 4850, 12740610: 0}"
2021:06:15 14:05:19 IST +0530,815.2,820.0,809.85,812.8,"{12738562: 1775, 12739074: 4325, 9841410: 3600, 12739586: 4600, 12740098: 2625, 12740610: 0}"
2021:06:15 14:09:07 IST +0530,812.8,812.8,801.15,801.15,"{12738562: 2025, 12739074: 4400, 9841410: 5100, 12739586: 4775, 12740098: 4800, 12740610: 0}"
