Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, FACE VALUE
532419,,SMARTLINK,Smartlink Holdings Ltd,Active,B ,2.0,INE178C01020,IT Networking Equipment,Equity,SMARTLINK,Smartlink Holdings Limited,EQ,11-APR-2001,2,1,2
532424,,GODREJCP,GODREJ CONSUMER PRODUCTS LTD.,Active,A ,1.0,INE102D01028,Personal Products,Equity,GODREJCP,Godrej Consumer Products Limited,EQ,20-JUN-2001,1,1,1
532430,,BFUTILITIE,BF UTILITIES LTD.-$,Active,A ,5.0,INE243D01012,Electric Utilities,Equity,BFUTILITIE,BF Utilities Limited,EQ,03-MAY-2007,5,1,5
532432,,UNITDSPR,UNITED SPIRITS LTD.,Active,B ,2.0,INE854D01024,Breweries & Distilleries,Equity,MCDOWELL-N,United Spirits Limited,EQ,27-SEP-2001,2,1,2
532439,,OLECTRA,Olectra Greentech Ltd,Active,B ,4.0,INE260D01016,Industrial Machinery,Equity,OLECTRA,Olectra Greentech Limited,EQ,20-MAR-2002,4,1,4
532440,,MPSLTD,MPS LTD.,Active,B ,10.0,INE943D01017,Comm.Printing/Stationery,Equity,MPSLTD,MPS Limited,EQ,21-JAN-2002,10,1,10
532443,,CERA,CERA SANITARYWARE LTD.,Active,A ,5.0,INE739E01017,Furniture-Furnishing-Paints,Equity,CERA,Cera Sanitaryware Limited,EQ,02-NOV-2007,5,1,5
532454,,BHARTIARTL,BHARTI AIRTEL LTD.,Active,A ,5.0,INE397D01024,Telecom Services,Equity,BHARTIARTL,Bharti Airtel Limited,EQ,15-FEB-2002,5,1,5
532456,,COMPUAGE,COMPUAGE INFOCOM LTD.,Active,B ,2.0,INE070C01037,Storage Media & Peripherals,Equity,COMPINFO,Compuage Infocom Limited,EQ,07-JUL-2016,2,1,2
532457,,GULPOLY,GULSHAN POLYOLS LTD.,Active,B ,1.0,INE255D01024,Commodity Chemicals,Equity,GULPOLY,Gulshan Polyols Limited,EQ,28-JAN-2015,1,1,1
532460,,PONNIERODE,PONNI SUGARS (ERODE) LTD.,Active,B ,10.0,INE838E01017,Sugar,Equity,PONNIERODE,Ponni Sugars (Erode) Limited,EQ,16-APR-2002,10,1,10
532461,,PNB,PUNJAB NATIONAL BANK,Active,A ,2.0,INE160A01022,Banks,Equity,PNB,Punjab National Bank,EQ,24-APR-2002,2,1,2
532466,,OFSS,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Active,A ,5.0,INE881D01027,IT Consulting & Software,Equity,OFSS,Oracle Financial Services Software Limited,EQ,28-JUN-2002,5,1,5
532475,,APTECHT,APTECH LTD.,Active,A ,10.0,INE266F01018,IT Training Services,Equity,APTECHT,Aptech Limited,EQ,27-SEP-2002,10,1,10
532477,,UNIONBANK,UNION BANK OF INDIA,Active,A ,10.0,INE692A01016,Banks,Equity,UNIONBANK,Union Bank of India,EQ,24-SEP-2002,10,1,10
532478,,UBL,UNITED BREWERIES LTD.-$,Active,A ,1.0,INE686F01025,Breweries & Distilleries,Equity,UBL,United Breweries Limited,EQ,28-JUL-2008,1,1,1
532479,,ISMTLTD,ISMT LTD.,Active,T ,5.0,INE732F01019,Iron & Steel/Interm.Products,Equity,ISMTLTD,ISMT Limited,BE,28-AUG-2007,5,1,5
532481,,NOIDATOLL,NOIDA TOLL BRIDGE COMPANY LTD.,Active,B ,10.0,INE781B01015,Roads & Highways,Equity,NOIDATOLL,Noida Toll Bridge Company Limited,EQ,06-DEC-2002,10,1,10
532482,,GRANULES,GRANULES INDIA LTD.-$,Active,A ,1.0,INE101D01020,Pharmaceuticals,Equity,GRANULES,Granules India Limited,EQ,20-JUN-2005,1,1,1
532483,,CANBK,CANARA BANK,Active,A ,10.0,INE476A01014,Banks,Equity,CANBK,Canara Bank,EQ,23-DEC-2002,10,1,10
532486,,POKARNA,POKARNA LTD.,Active,B ,2.0,INE637C01025,Construction Materials,Equity,POKARNA,Pokarna Limited,EQ,07-JUL-2016,2,1,2
532488,,DIVISLAB,DIVI&#39;S LABORATORIES LTD.,Active,A ,2.0,INE361B01024,Pharmaceuticals,Equity,DIVISLAB,Divi's Laboratories Limited,EQ,12-MAR-2003,2,1,2
532493,,ASTRAMICRO,ASTRA MICROWAVE PRODUCTS LTD.,Active,A ,2.0,INE386C01029,Defence,Equity,ASTRAMICRO,Astra Microwave Products Limited,EQ,01-NOV-2004,2,1,2
532497,,RADICO,RADICO KHAITAN LTD.,Active,A ,2.0,INE944F01028,Breweries & Distilleries,Equity,RADICO,Radico Khaitan Limited,EQ,18-JUN-2003,2,1,2
532498,,SHRIRAMCIT,SHRIRAM CITY UNION FINANCE LTD.,Active,A ,10.0,INE722A01011,Finance (including NBFCs),Equity,SHRIRAMCIT,Shriram City Union Finance Limited,EQ,04-APR-2005,10,1,10
532500,,MARUTI,MARUTI SUZUKI INDIA LTD.,Active,A ,5.0,INE585B01010,Cars & Utility Vehicles,Equity,MARUTI,Maruti Suzuki India Limited,EQ,09-JUL-2003,5,1,5
532504,,NAVINFLUOR,Navin Fluorine International Limited-$,Active,A ,2.0,INE048G01026,Commodity Chemicals,Equity,NAVINFLUOR,Navin Fluorine International Limited,EQ,01-JUN-2007,2,1,2
532505,,UCOBANK,UCO BANK,Active,A ,10.0,INE691A01018,Banks,Equity,UCOBANK,UCO Bank,EQ,09-OCT-2003,10,1,10
532507,,BAGFILMS,B.A.G.FILMS & MEDIA LTD.,Active,T ,2.0,INE116D01028,Broadcasting & Cable TV,Equity,BAGFILMS,B.A.G Films and Media Limited,BE,17-OCT-2003,2,1,2
532508,,JSL,JINDAL STAINLESS LTD.,Active,A ,2.0,INE220G01021,Iron & Steel/Interm.Products,Equity,JSL,Jindal Stainless Limited,EQ,17-NOV-2003,2,1,2
532509,,SUPRAJIT,SUPRAJIT ENGINEERING LTD.-$,Active,A ,1.0,INE399C01030,Auto Parts & Equipment,Equity,SUPRAJIT,Suprajit Engineering Limited,EQ,18-FEB-2005,1,1,1
532513,,TVSELECT,TVS ELECTRONICS LTD.,Active,B ,10.0,INE236G01019,Storage Media & Peripherals,Equity,TVSELECT,TVS Electronics Limited,EQ,26-DEC-2003,10,1,10
532514,,IGL,INDRAPRASTHA GAS LTD.,Active,A ,2.0,INE203G01027,Utilities:Non-Elec.,Equity,IGL,Indraprastha Gas Limited,EQ,26-DEC-2003,2,1,2
532515,,TVTODAY,TV TODAY NETWORK LTD.,Active,A ,5.0,INE038F01029,Broadcasting & Cable TV,Equity,TVTODAY,TV Today Network Limited,EQ,16-JAN-2004,5,1,5
532521,,PALRED,Palred Technologies Limited,Active,B ,10.0,INE218G01033,IT Software Products,Equity,PALREDTEC,Palred Technologies Limited,EQ,09-MAY-2016,10,1,10
532522,,PETRONET,PETRONET LNG LTD.,Active,A ,10.0,INE347G01014,Oil Marketing & Distribution,Equity,PETRONET,Petronet LNG Limited,EQ,26-MAR-2004,10,1,10
532523,,BIOCON,BIOCON LTD.,Active,A ,5.0,INE376G01013,Biotechnology,Equity,BIOCON,Biocon Limited,EQ,07-APR-2004,5,1,5
532524,,PTC,PTC INDIA LTD.,Active,A ,10.0,INE877F01012,Electric Utilities,Equity,PTC,PTC India Limited,EQ,07-APR-2004,10,1,10
532525,,MAHABANK,BANK OF MAHARASHTRA,Active,A ,10.0,INE457A01014,Banks,Equity,MAHABANK,Bank of Maharashtra,EQ,12-APR-2004,10,1,10
532527,,RKFORGE,RAMKRISHNA FORGINGS LTD.,Active,A ,10.0,INE399G01015,Other Industrial Products,Equity,RKFORGE,Ramkrishna Forgings Limited,EQ,05-MAY-2004,10,1,10
532528,,DATAMATICS,DATAMATICS GLOBAL SERVICES LTD.,Active,B ,5.0,INE365B01017,IT Software Products,Equity,DATAMATICS,Datamatics Global Services Limited,EQ,07-MAY-2004,5,1,5
532529,,NDTV,NEW DELHI TELEVISION LTD.,Active,B ,4.0,INE155G01029,Broadcasting & Cable TV,Equity,NDTV,New Delhi Television Limited,EQ,19-MAY-2004,4,1,4
532531,,STAR,Strides Pharma Science Ltd,Active,A ,10.0,INE939A01011,Pharmaceuticals,Equity,STAR,Strides Pharma Science Limited,EQ,02-FEB-2000,10,1,10
532532,,JPASSOCIAT,JAIPRAKASH ASSOCIATES LTD.,Active,A ,2.0,INE455F01025,Construction & Engineering,Equity,JPASSOCIAT,Jaiprakash Associates Limited,EQ,14-JUN-2004,2,1,2
532538,,ULTRACEMCO,ULTRATECH CEMENT LTD.,Active,A ,10.0,INE481G01011,Cement & Cement Products,Equity,ULTRACEMCO,UltraTech Cement Limited,EQ,24-AUG-2004,10,1,10
532539,,MINDAIND,MINDA INDUSTRIES LTD.-$,Active,A ,2.0,INE405E01023,Auto Parts & Equipment,Equity,MINDAIND,Minda Industries Limited,EQ,02-FEB-2007,2,1,2
532540,,TCS,TATA CONSULTANCY SERVICES LTD.,Active,A ,1.0,INE467B01029,IT Consulting & Software,Equity,TCS,Tata Consultancy Services Limited,EQ,25-AUG-2004,1,1,1
532541,,COFORGE,Coforge Ltd,Active,A ,10.0,INE591G01017,IT Consulting & Software,Equity,COFORGE,Coforge Limited,EQ,30-AUG-2004,10,1,10
532543,,GULFPETRO,GP Petroleums Limited,Active,B ,5.0,INE586G01017,Oil Marketing & Distribution,Equity,GULFPETRO,GP Petroleums Limited,EQ,24-SEP-2004,5,1,5
532548,,CENTURYPLY,CENTURY PLYBOARDS (I) LTD.-$,Active,A ,1.0,INE348B01021,Forest Products,Equity,CENTURYPLY,Century Plyboards (India) Limited,EQ,23-MAR-2006,1,1,1
532553,,WELENT,Welspun Enterprises Ltd,Active,A ,10.0,INE625G01013,Construction & Engineering,Equity,WELENT,Welspun Enterprises Limited,EQ,04-NOV-2004,10,1,10
532555,,NTPC,NTPC LTD.,Active,A ,10.0,INE733E01010,Electric Utilities,Equity,NTPC,NTPC Limited,EQ,05-NOV-2004,10,1,10
532604,,SALSTEEL,S.A.L.STEEL LTD.,Active,T ,10.0,INE658G01014,Iron & Steel/Interm.Products,Equity,SALSTEEL,S.A.L. Steel Limited,BE,24-NOV-2004,10,1,10
532605,,JBMA,JBM AUTO LTD.,Active,B ,5.0,INE927D01028,Auto Parts & Equipment,Equity,JBMA,JBM Auto Limited,EQ,17-DEC-2004,5,1,5
532610,,DWARKESH,DWARIKESH SUGAR INDUSTRIES LTD.,Active,A ,1.0,INE366A01041,Sugar,Equity,DWARKESH,Dwarikesh Sugar Industries Limited,EQ,31-DEC-2004,1,1,1
532612,,INDOCO,INDOCO REMEDIES LTD.,Active,A ,2.0,INE873D01024,Pharmaceuticals,Equity,INDOCO,Indoco Remedies Limited,EQ,14-JAN-2005,2,1,2
532613,,VIPCLOTHNG,VIP Clothing Ltd,Active,B ,2.0,INE450G01024,Comm.Trading  & Distribution,Equity,VIPCLOTHNG,VIP Clothing Limited,EQ,06-AUG-2007,2,1,2
532614,,IMPEXFERRO,IMPEX FERRO TECH LTD.,Active,T ,10.0,INE691G01015,Iron & Steel/Interm.Products,Equity,IMPEXFERRO,Impex Ferro Tech Limited,BE,03-FEB-2005,10,1,10
532616,,XCHANGING,XCHANGING SOLUTIONS LTD.,Active,B ,10.0,INE692G01013,BPO/KPO,Equity,XCHANGING,Xchanging Solutions Limited,EQ,09-MAR-2005,10,1,10
532617,,JETAIRWAYS,JET AIRWAYS (INDIA) LTD.,Active,Z ,10.0,INE802G01018,Airlines,Equity,JETAIRWAYS,Jet Airways (India) Limited,BZ,14-MAR-2005,10,1,10
532621,,MORARJEE,MORARJEE TEXTILES LTD.,Active,B ,7.0,INE161G01027,Textiles,Equity,MORARJEE,Morarjee Textiles Limited,EQ,14-SEP-2012,7,1,7
532622,,GDL,GATEWAY DISTRIPARKS LTD.,Active,A ,10.0,INE852F01015,Transportation - Logistics,Equity,GDL,Gateway Distriparks Limited,EQ,31-MAR-2005,10,1,10
532624,,JINDALPHOT,JINDAL PHOTO LTD.,Active,T ,10.0,INE796G01012,Photographic Products,Equity,JINDALPHOT,Jindal Photo Limited,BE,07-APR-2005,10,1,10
532627,,JPPOWER,Jaiprakash Power Ventures Limited,Active,B ,10.0,INE351F01018,Electric Utilities,Equity,JPPOWER,Jaiprakash Power Ventures Limited,EQ,18-APR-2005,10,1,10
532628,,3IINFOTECH,3I INFOTECH LTD.,Active,B ,10.0,INE748C01020,IT Consulting & Software,Equity,3IINFOTECH,3i Infotech Limited,EQ,22-APR-2005,10,1,10
532629,,MBECL,MCNALLY BHARAT ENGINEERING COMPANY LTD.,Active,T ,10.0,INE748A01016,Construction & Engineering,Equity,MBECL,Mcnally Bharat Engineering Company Limited,BE,06-OCT-2006,10,1,10
532630,,GOKEX,GOKALDAS EXPORTS LTD.,Active,B ,5.0,INE887G01027,Other Apparels & Accessories,Equity,GOKEX,Gokaldas Exports Limited,EQ,27-APR-2005,5,1,5
532633,,ALLSEC,ALLSEC TECHNOLOGIES LTD.,Active,B ,10.0,INE835G01018,BPO/KPO,Equity,ALLSEC,Allsec Technologies Limited,EQ,09-MAY-2005,10,1,10
532636,,IIFL,IIFL Finance Ltd,Active,A ,2.0,INE530B01024,Other Financial Services,Equity,IIFL,IIFL Finance Limited,EQ,17-MAY-2005,2,1,2
532637,,MANGALAM,MANGALAM DRUGS & ORGANICS LTD.,Active,B ,10.0,INE584F01014,Pharmaceuticals,Equity,MANGALAM,Mangalam Drugs And Organics Limited,EQ,23-MAY-2005,10,1,10
532638,,SHOPERSTOP,SHOPPERS STOP LTD.,Active,A ,5.0,INE498B01024,Department Stores,Equity,SHOPERSTOP,Shoppers Stop Limited,EQ,23-MAY-2005,5,1,5
532640,,CYBERMEDIA,CYBER MEDIA (INDIA) LTD.,Active,B ,10.0,INE278G01037,Publishing,Equity,CYBERMEDIA,Cyber Media (India) Limited,EQ,10-JUN-2005,10,1,10
532641,,NDL,Nandan Denim Limited,Active,T ,10.0,INE875G01030,Textiles,Equity,NDL,Nandan Denim Limited,BE,23-MAR-2012,10,1,10
532642,,JSWHL,JSW Holdings Limited,Active,A ,10.0,INE824G01012,Holding Companies,Equity,JSWHL,JSW Holdings Limited,EQ,21-JUN-2005,10,1,10
532644,,JKCEMENT,J.K.CEMENT LTD.,Active,A ,10.0,INE823G01014,Cement & Cement Products,Equity,JKCEMENT,JK Cement Limited,EQ,14-MAR-2006,10,1,10
532648,,YESBANK,YES BANK LTD.,Active,A ,2.0,INE528G01035,Banks,Equity,YESBANK,Yes Bank Limited,EQ,12-JUL-2005,2,1,2
532649,,NECLIFE,NECTAR LIFESCIENCES LTD.,Active,B ,1.0,INE023H01027,Pharmaceuticals,Equity,NECLIFE,Nectar Lifesciences Limited,EQ,18-JUL-2005,1,1,1
532650,,MSPL,MSP STEEL & POWER LTD.,Active,T ,10.0,INE752G01015,Iron & Steel Products,Equity,MSPL,MSP Steel & Power Limited,BE,18-JUL-2005,10,1,10
532651,,SPLIL,SPL INDUSTRIES LTD.,Active,B ,10.0,INE978G01016,Other Apparels & Accessories,Equity,SPLIL,SPL Industries Limited,EQ,26-JUL-2005,10,1,10
532652,,KTKBANK,KARNATAKA BANK LTD.,Active,A ,10.0,INE614B01018,Banks,Equity,KTKBANK,The Karnataka Bank Limited,EQ,10-MAY-2000,10,1,10
532654,,MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.,Active,B ,5.0,INE942G01012,Tea & Coffee,Equity,MCLEODRUSS,Mcleod Russel India Limited,EQ,29-JUL-2005,5,1,5
532659,,IDFC,IDFC LIMITED,Active,A ,10.0,INE043D01016,Finance (including NBFCs),Equity,IDFC,IDFC Limited,EQ,12-AUG-2005,10,1,10
532660,,VIVIMEDLAB,VIVIMED LABS LTD.,Active,T ,2.0,INE526G01021,Pharmaceuticals,Equity,VIVIMEDLAB,Vivimed Labs Limited,BE,17-AUG-2005,2,1,2
532661,,RML,RANE (MADRAS) LTD.,Active,B ,10.0,INE050H01012,Auto Parts & Equipment,Equity,RML,Rane (Madras) Limited,EQ,30-AUG-2005,10,1,10
532662,,HTMEDIA,HT MEDIA LTD.,Active,B ,2.0,INE501G01024,Publishing,Equity,HTMEDIA,HT Media Limited,EQ,01-SEP-2005,2,1,2
532663,,SASKEN,Sasken Technologies Ltd,Active,A ,10.0,INE231F01020,IT Consulting & Software,Equity,SASKEN,Sasken Technologies Limited,EQ,09-SEP-2005,10,1,10
532666,,FCSSOFT,FCS SOFTWARE SOLUTIONS LTD.,Active,T ,1.0,INE512B01022,IT Consulting & Software,Equity,FCSSOFT,FCS Software Solutions Limited,BE,21-SEP-2005,1,1,1
532667,,SUZLON,SUZLON ENERGY LTD.,Active,A ,2.0,INE040H01021,Heavy Electrical Equipment,Equity,SUZLON,Suzlon Energy Limited,EQ,19-OCT-2005,2,1,2
532668,,AURIONPRO,AURIONPRO SOLUTIONS LTD.,Active,B ,10.0,INE132H01018,IT Software Products,Equity,AURIONPRO,Aurionpro Solutions Limited,EQ,25-OCT-2005,10,1,10
532670,,RENUKA,SHREE RENUKA SUGARS LTD.,Active,B ,1.0,INE087H01022,Sugar,Equity,RENUKA,Shree Renuka Sugars Limited,EQ,31-OCT-2005,1,1,1
532673,,KMSUGAR,K.M.SUGAR MILLS LTD.,Active,B ,2.0,INE157H01023,Sugar,Equity,KMSUGAR,K.M.Sugar Mills Limited,EQ,31-MAY-2007,2,1,2
532674,,BASML,BANNARI AMMAN SPINNING MILLS LTD.,Active,T ,5.0,INE186H01022,Textiles,Equity,BASML,Bannari Amman Spinning Mills Limited,BE,14-NOV-2005,5,1,5
532676,,PBAINFRA,PBA INFRASTRUCTURE LTD.,Active,T ,10.0,INE160H01019,Construction & Engineering,Equity,PBAINFRA,PBA Infrastructure Limited,BE,24-NOV-2005,10,1,10
532678,,BRFL,BOMBAY RAYON FASHIONS LTD.,Active,B ,10.0,INE589G01011,Textiles,Equity,BRFL,Bombay Rayon Fashions Limited,EQ,05-DEC-2005,10,1,10
532679,,SORILINFRA,SORIL Infra Resources Ltd,Active,B ,10.0,INE034H01016,Diversified,Equity,SORILINFRA,SORIL Infra Resources Limited,EQ,06-DEC-2005,10,1,10
532683,,AIAENG,AIA ENGINEERING LTD.,Active,A ,2.0,INE212H01026,Other Industrial Goods,Equity,AIAENG,AIA Engineering Limited,EQ,14-DEC-2005,2,1,2
532684,,EKC,EVEREST KANTO CYLINDER LTD.,Active,B ,2.0,INE184H01027,Other Industrial Products,Equity,EKC,Everest Kanto Cylinder Limited,EQ,15-DEC-2005,2,1,2
532686,,KERNEX,KERNEX MICROSYSTEMS (INDIA) LTD.,Active,T ,10.0,INE202H01019,Transport Related Services,Equity,KERNEX,Kernex Microsystems (India) Limited,BE,20-DEC-2005,10,1,10
532687,,REPRO,REPRO INDIA LTD.,Active,B ,10.0,INE461B01014,Comm.Printing/Stationery,Equity,REPRO,Repro India Limited,EQ,22-DEC-2005,10,1,10
532689,,PVR,PVR LTD.,Active,A ,10.0,INE191H01014,Specialty Retail,Equity,PVR,PVR Limited,EQ,04-JAN-2006,10,1,10
532692,,RMCL,RADHA MADHAV CORPORATION LTD.,Active,T ,10.0,INE172H01014,Containers & Packaging,Equity,RMCL,Radha Madhav Corporation Limited,BE,26-NOV-2007,10,1,10
532693,,PUNJLLOYD,PUNJ LLOYD LTD.,Active,Z ,2.0,INE701B01021,Construction & Engineering,Equity,PUNJLLOYD,Punj Lloyd Limited,BZ,06-JAN-2006,2,1,2
532694,,BARTRONICS,BARTRONICS INDIA LTD.,Active,Z ,10.0,INE855F01034,Misc.Commercial Services,Equity,BARTRONICS,Bartronics India Limited,BZ,12-JAN-2006,10,1,10
532695,,CELEBRITY,CELEBRITY FASHIONS LTD.,Active,B ,10.0,INE185H01016,Other Apparels & Accessories,Equity,CELEBRITY,Celebrity Fashions Limited,EQ,12-JAN-2006,10,1,10
532696,,EDUCOMP,EDUCOMP SOLUTIONS LTD.,Active,Z ,2.0,INE216H01027,Education,Equity,EDUCOMP,Educomp Solutions Limited,BZ,13-JAN-2006,2,1,2
532698,,NITINSPIN,NITIN SPINNERS LTD.,Active,B ,10.0,INE229H01012,Textiles,Equity,NITINSPIN,Nitin Spinners Limited,EQ,02-FEB-2006,10,1,10
532699,,ROHLTD,ROYAL ORCHID HOTELS LTD.,Active,B ,10.0,INE283H01019,Hotels,Equity,ROHLTD,Royal Orchid Hotels Limited,EQ,06-FEB-2006,10,1,10
532700,,ENIL,ENTERTAINMENT NETWORK (INDIA) LTD.,Active,B ,10.0,INE265F01028,Broadcasting & Cable TV,Equity,ENIL,Entertainment Network (India) Limited,EQ,15-FEB-2006,10,1,10
532702,,GSPL,GUJARAT STATE PETRONET LTD.,Active,A ,10.0,INE246F01010,Utilities:Non-Elec.,Equity,GSPL,Gujarat State Petronet Limited,EQ,16-FEB-2006,10,1,10
532705,,JAGRAN*,JAGRAN PRAKASHAN LTD.,Active,A ,2.0,INE199G01027,Publishing,Equity,JAGRAN,Jagran Prakashan Limited,EQ,22-FEB-2006,2,1,2
532706,,INOXLEISUR,INOX LEISURE LTD.,Active,A ,10.0,INE312H01016,Specialty Retail,Equity,INOXLEISUR,INOX Leisure Limited,EQ,23-FEB-2006,10,1,10
532707,,DYNPRO,DYNEMIC PRODUCTS LTD.,Active,B ,10.0,INE256H01015,Specialty Chemicals,Equity,DYNPRO,Dynemic Products Limited,EQ,19-JUL-2017,10,1,10
532710,,SADBHAV,SADBHAV ENGINEERING LTD.,Active,A ,1.0,INE226H01026,Construction & Engineering,Equity,SADBHAV,Sadbhav Engineering Limited,EQ,01-MAR-2006,1,1,1
532712,,RCOM,RELIANCE COMMUNICATIONS LTD.,Active,B ,5.0,INE330H01018,Telecom Services,Equity,RCOM,Reliance Communications Limited,EQ,06-MAR-2006,5,1,5
532713,,SAKUMA,SAKUMA EXPORTS LTD.,Active,B ,1.0,INE190H01024,Comm.Trading  & Distribution,Equity,SAKUMA,Sakuma Exports Limited,EQ,08-MAR-2006,1,1,1
532714,,KEC,KEC INTERNATIONAL LTD.,Active,A ,2.0,INE389H01022,Heavy Electrical Equipment,Equity,KEC,KEC International Limited,EQ,10-MAR-2006,2,1,2
532716,,GILLANDERS,GILLANDERS ARBUTHNOT & CO.LTD.,Active,B ,10.0,INE047B01011,Diversified,Equity,GILLANDERS,Gillanders Arbuthnot & Company Limited,EQ,14-DEC-2009,10,1,10
532717,,INDOTECH,INDO TECH TRANSFORMERS LTD.,Active,B ,10.0,INE332H01014,Heavy Electrical Equipment,Equity,INDOTECH,Indo Tech Transformers Limited,EQ,16-MAR-2006,10,1,10
532719,,BLKASHYAP,B.L.KASHYAP AND SONS LTD.,Active,B ,1.0,INE350H01032,Realty,Equity,BLKASHYAP,B. L. Kashyap and Sons Limited,EQ,17-MAR-2006,1,1,1
532720,,M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,Active,A ,2.0,INE774D01024,Finance (including NBFCs),Equity,M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,17-MAR-2006,2,1,2
532721,,VISASTEEL,VISA STEEL LTD.,Active,T ,10.0,INE286H01012,Iron & Steel/Interm.Products,Equity,VISASTEEL,Visa Steel Limited,BE,17-MAR-2006,10,1,10
532722,,NITCO,NITCO LTD.,Active,B ,10.0,INE858F01012,Furniture-Furnishing-Paints,Equity,NITCO,Nitco Limited,EQ,21-MAR-2006,10,1,10
532725,,SOLARINDS,SOLAR INDUSTRIES INDIA LTD.,Active,A ,2.0,INE343H01029,Specialty Chemicals,Equity,SOLARINDS,Solar Industries India Limited,EQ,03-APR-2006,2,1,2
532726,,GALLANTT,GALLANTT METAL LTD.,Active,B ,10.0,INE297H01019,Iron & Steel/Interm.Products,Equity,GALLANTT,Gallantt Metal Limited,EQ,04-APR-2006,10,1,10
532728,,MALUPAPER,MALU PAPER MILLS LTD.,Active,B ,10.0,INE383H01017,Paper & Paper Products,Equity,MALUPAPER,Malu Paper Mills Limited,EQ,05-APR-2006,10,1,10
532729,,UTTAMSUGAR,UTTAM SUGAR MILLS LTD.,Active,B ,10.0,INE786F01031,Sugar,Equity,UTTAMSUGAR,Uttam Sugar Mills Limited,EQ,10-APR-2006,10,1,10
532730,,SGL,STL GLOBAL LTD.,Active,B ,10.0,INE353H01010,Textiles,Equity,SGL,STL Global Limited,EQ,10-APR-2006,10,1,10
532732,,KKCL,KEWAL KIRAN CLOTHING LTD.,Active,B ,10.0,INE401H01017,Other Apparels & Accessories,Equity,KKCL,Kewal Kiran Clothing Limited,EQ,13-APR-2006,10,1,10
532733,,SUNTV,SUN TV NETWORK LTD.,Active,A ,5.0,INE424H01027,Broadcasting & Cable TV,Equity,SUNTV,Sun TV Network Limited,EQ,24-APR-2006,5,1,5
532734,,GPIL,GODAWARI POWER & ISPAT LTD.,Active,A ,10.0,INE177H01013,Iron & Steel/Interm.Products,Equity,GPIL,Godawari Power And Ispat limited,EQ,25-APR-2006,10,1,10
532735,,RSYSTEMINT,R Systems International Limited,Active,A ,1.0,INE411H01032,IT Consulting & Software,Equity,RSYSTEMS,R Systems International Limited,EQ,26-APR-2006,1,1,1
532737,,EMKAY,EMKAY GLOBAL FINANCIAL SERVICES LTD.,Active,B ,10.0,INE296H01011,Other Financial Services,Equity,EMKAY,Emkay Global Financial Services Limited,EQ,28-APR-2006,10,1,10
532738,,TANTIACONS,TANTIA CONSTRUCTIONS LTD.,Active,Z ,10.0,INE388G01018,Construction & Engineering,Equity,TANTIACONS,Tantia Constructions Limited,BZ,19-FEB-2008,10,1,10
532740,,LOKESHMACH,LOKESH MACHINES LTD.,Active,T ,10.0,INE397H01017,Industrial Machinery,Equity,LOKESHMACH,Lokesh Machines Limited,BE,05-MAY-2006,10,1,10
532741,,KAMDHENU,Kamdhenu Ltd,Active,B ,10.0,INE390H01012,Iron & Steel/Interm.Products,Equity,KAMDHENU,Kamdhenu Limited,EQ,09-MAY-2006,10,1,10
532744,,GTNTEX,GTN TEXTILES LTD.,Active,B ,10.0,INE302H01017,Textiles,Equity,GTNTEX,GTN Textiles Limited,EQ,18-MAY-2006,10,1,10
532748,,PFOCUS,PRIME FOCUS LTD.,Active,T ,1.0,INE367G01038,Movies & Entertainment,Equity,PFOCUS,Prime Focus Limited,BE,20-JUN-2006,1,1,1
532749,,ALLCARGO,ALLCARGO LOGISTICS LTD.,Active,A ,2.0,INE418H01029,Transportation - Logistics,Equity,ALLCARGO,Allcargo Logistics Limited,EQ,23-JUN-2006,2,1,2
532751,,EASUNREYRL,EASUN REYROLLE LTD.,Active,Z ,2.0,INE268C01029,Other Elect.Equip./ Prod.,Equity,EASUNREYRL,Easun Reyrolle Limited,BZ,23-JUL-1997,2,1,2
532754,,GMRINFRA,GMR INFRASTRUCTURE LTD.,Active,A ,1.0,INE776C01039,Airport Services,Equity,GMRINFRA,GMR Infrastructure Limited,EQ,21-AUG-2006,1,1,1
532755,,TECHM,TECH MAHINDRA LTD.,Active,A ,5.0,INE669C01036,IT Consulting & Software,Equity,TECHM,Tech Mahindra Limited,EQ,28-AUG-2006,5,1,5
532756,,MAHINDCIE,Mahindra CIE Automotive Limited,Active,A ,10.0,INE536H01010,Other Industrial Products,Equity,MAHINDCIE,Mahindra CIE Automotive Limited,EQ,30-AUG-2007,10,1,10
532757,,VOLTAMP,VOLTAMP TRANSFORMERS LTD.,Active,A ,10.0,INE540H01012,Heavy Electrical Equipment,Equity,VOLTAMP,Voltamp Transformers Limited,EQ,20-SEP-2006,10,1,10
532759,,ATLANTA,ATLANTA LTD.,Active,B ,2.0,INE285H01022,Construction & Engineering,Equity,ATLANTA,Atlanta  Limited,EQ,25-SEP-2006,2,1,2
