Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, FACE VALUE
523598,,SCI,SHIPPING CORPORATION OF INDIA LTD.,Active,A ,10.0,INE109A01011,Shipping,Equity,SCI,Shipping Corporation Of India Limited,EQ,13-AUG-1997,10,1,10
523610,,ITI,ITI LTD.,Active,A ,10.0,INE248A01017,Telecom Equipment,Equity,ITI,ITI Limited,EQ,15-SEP-2003,10,1,10
523618,,DREDGECORP,DREDGING CORPORATION OF INDIA LTD.,Active,A ,10.0,INE506A01018,Shipping,Equity,DREDGECORP,Dredging Corporation of India Limited,EQ,15-JAN-2004,10,1,10
523628,,PODDAR,Poddar Housing and Development Ltd,Active,B ,10.0,INE888B01018,Realty,Equity,PODDARHOUS,Poddar Housing and Development Limited,EQ,10-APR-2017,10,1,10
523630,,NFL,NATIONAL FERTILIZERS LTD.,Active,A ,10.0,INE870D01012,Fertilizers,Equity,NFL,National Fertilizers Limited,EQ,28-DEC-2006,10,1,10
523642,,PIIND,PI Industries Ltd,Active,A ,1.0,INE603J01030,Agrochemicals,Equity,PIIND,PI Industries Limited,EQ,15-JUN-2011,1,1,1
523648,,PLASTIBLEN,PLASTIBLENDS INDIA LTD.-$,Active,B ,5.0,INE083C01022,Specialty Chemicals,Equity,PLASTIBLEN,Plastiblends India Limited,EQ,28-DEC-2006,5,1,5
523660,,WATERBASE,WATERBASE LTD.,Active,A ,10.0,INE054C01015,Other Food Products,Equity,WATERBASE,Waterbase Limited,EQ,08-FEB-1995,10,1,10
523694,,APCOTEXIND,APCOTEX INDUSTRIES LTD.,Active,A ,2.0,INE116A01032,Other Industrial Goods,Equity,APCOTEXIND,Apcotex Industries Limited,EQ,06-SEP-1995,2,1,2
523704,,MASTEK,MASTEK LTD.,Active,A ,5.0,INE759A01021,IT Software Products,Equity,MASTEK,Mastek Limited,EQ,10-MAY-1995,5,1,5
523708,,EIMCOELECO,EIMCO ELECON (INDIA) LTD.,Active,B ,10.0,INE158B01016,Industrial Machinery,Equity,EIMCOELECO,Eimco Elecon (India) Limited,EQ,17-APR-1996,10,1,10
523716,,ASHIANA,ASHIANA HOUSING LTD.-$,Active,B ,2.0,INE365D01021,Realty,Equity,ASHIANA,Ashiana Housing Limited,EQ,29-JUN-2011,2,1,2
523736,,DVL,Dhunseri Ventures Ltd-$,Active,B ,10.0,INE477B01010,Fibres & Plastics,Equity,DVL,Dhunseri Ventures Limited,EQ,11-JAN-2008,10,1,10
523754,,MAHEPC,Mahindra EPC Irrigation Ltd,Active,B ,10.0,INE215D01010,Plastic Products,Equity,MAHEPC,Mahindra EPC Irrigation Limited,EQ,14-FEB-2020,10,1,10
523756,,SREINFRA,SREI INFRASTRUCTURE FINANCE LTD.,Active,B ,10.0,INE872A01014,Finance (including NBFCs),Equity,SREINFRA,SREI Infrastructure Finance Limited,EQ,20-DEC-1995,10,1,10
523792,,MAZDALTD,MAZDA LTD.-$,Active,B ,10.0,INE885E01034,Industrial Machinery,Equity,MAZDA,Mazda Limited,EQ,01-NOV-2016,10,1,10
523796,,VICEROY,VICEROY HOTELS LTD.,Active,T ,10.0,INE048C01017,Hotels,Equity,VICEROY,Viceroy Hotels Limited,BE,21-AUG-2007,10,1,10
523828,,MENONBE,MENON BEARINGS LTD.-$,Active,B ,1.0,INE071D01033,Auto Parts & Equipment,Equity,MENONBE,Menon Bearings Limited,EQ,09-MAR-2015,1,1,1
523836,,GUJRAFIA,GUJARAT RAFFIA INDUSTRIES LTD.,Active,T ,10.0,INE610B01024,Containers & Packaging,Equity,GUJRAFFIA,Gujarat Raffia Industries Limited,BE,09-OCT-1996,10,1,10
523838,,SIMPLEXINF,SIMPLEX INFRASTRUCTURES LTD.,Active,B ,2.0,INE059B01024,Construction & Engineering,Equity,SIMPLEXINF,Simplex Infrastructures Limited,EQ,09-MAR-2004,2,1,2
524000,,MAGMA,MAGMA FINCORP LTD.,Active,A ,2.0,INE511C01022,Finance (including NBFCs),Equity,MAGMA,Magma Fincorp Limited,EQ,27-APR-2004,2,1,2
524019,,KINGFA,Kingfa Science & Technology (India) Ltd-$,Active,B ,10.0,INE473D01015,Plastic Products,Equity,KINGFA,Kingfa Science & Technology (India) Limited,EQ,15-NOV-2016,10,1,10
524051,,POLYPLEX,POLYPLEX CORPORATION LTD.,Active,A ,10.0,INE633B01018,Commodity Chemicals,Equity,POLYPLEX,Polyplex Corporation Limited,EQ,11-APR-2003,10,1,10
524075,,ALBERTDA,ALBERT DAVID LTD.-$,Active,B ,10.0,INE155C01010,Pharmaceuticals,Equity,ALBERTDAVD,Albert David Limited,EQ,14-JUN-2016,10,1,10
524091,,ACRYSIL,ACRYSIL LTD.,Active,B ,2.0,INE482D01024,Plastic Products,Equity,ACRYSIL,Acrysil Limited,EQ,14-JAN-2021,2,1,2
524109,,KABRAEXTRU,KABRA EXTRUSIONTECHNIK LTD.,Active,B ,5.0,INE900B01029,Industrial Machinery,Equity,KABRAEXTRU,Kabra Extrusion Technik Limited,EQ,06-SEP-1995,5,1,5
524129,,VINYLINDIA,VINYL CHEMICALS (INDIA) LTD.,Active,B ,1.0,INE250B01029,Commodity Chemicals,Equity,VINYLINDIA,Vinyl Chemicals (India) Limited,EQ,21-JUL-2008,1,1,1
524164,,IOLCP,IOL CHEMICALS & PHARMACEUTICALS LTD.,Active,A ,10.0,INE485C01011,Pharmaceuticals,Equity,IOLCP,IOL Chemicals and Pharmaceuticals Limited,EQ,08-NOV-2010,10,1,10
524200,,VINATIORGA,VINATI ORGANICS LTD.-$,Active,A ,1.0,INE410B01037,Commodity Chemicals,Equity,VINATIORGA,Vinati Organics Limited,EQ,28-JUL-2009,1,1,1
524208,,AARTIIND,AARTI INDUSTRIES LTD.,Active,A ,5.0,INE769A01020,Specialty Chemicals,Equity,AARTIIND,Aarti Industries Limited,EQ,08-FEB-1995,5,1,5
524212,,WANBURY,WANBURY LTD.,Active,T ,10.0,INE107F01022,Pharmaceuticals,Equity,WANBURY,Wanbury Limited,BE,29-JAN-2007,10,1,10
524226,,GAEL,GUJARAT AMBUJA EXPORTS LTD.,Active,A ,1.0,INE036B01030,Other Agricultural Products,Equity,GAEL,Gujarat Ambuja Exports Limited,EQ,11-OCT-2000,1,1,1
524230,,RCF,RASHTRIYA CHEMICALS & FERTILIZERS LTD.,Active,A ,10.0,INE027A01015,Fertilizers,Equity,RCF,Rashtriya Chemicals and Fertilizers Limited,EQ,07-JAN-1998,10,1,10
524280,,KOPRAN,KOPRAN LTD.,Active,B ,10.0,INE082A01010,Pharmaceuticals,Equity,KOPRAN,Kopran Limited,EQ,09-JUN-1999,10,1,10
524324,,SEYAIND,SEYA INDUSTRIES LTD.,Active,B ,10.0,INE573R01012,Specialty Chemicals,Equity,SEYAIND,Seya Industries Limited,EQ,11-JUL-2019,10,1,10
524330,,JAYAGROGN,JAYANT AGRO-ORGANICS LTD.,Active,B ,5.0,INE785A01026,Specialty Chemicals,Equity,JAYAGROGN,Jayant Agro Organics Limited,EQ,17-APR-1996,5,1,5
524332,,BCLIL,BCL Industries Ltd-$,Active,B ,10.0,INE412G01016,Edible Oils,Equity,BCLIND,Bcl Industries Limited,EQ,04-MAR-2021,10,1,10
524348,,AARTIDRUGS,AARTI DRUGS LTD.,Active,A ,10.0,INE767A01016,Pharmaceuticals,Equity,AARTIDRUGS,Aarti Drugs Limited,EQ,19-SEP-2003,10,1,10
524370,,BODALCHEM,BODAL CHEMICALS LTD.,Active,A ,2.0,INE338D01028,Specialty Chemicals,Equity,BODALCHEM,Bodal Chemicals Limited,EQ,22-AUG-2011,2,1,2
524372,,ORCHIDPHAR,Orchid Pharma Ltd,Active,B ,10.0,INE191A01027,Pharmaceuticals,Equity,ORCHPHARMA,Orchid Pharma Limited,EQ,02-NOV-2020,10,1,10
524394,,VIMTALABS,VIMTA LABS LTD.-$,Active,B ,2.0,INE579C01029,Healthcare Services,Equity,VIMTALABS,Vimta Labs Limited,EQ,15-DEC-2005,2,1,2
524396,,BIOFILCHEM,BIOFIL CHEMICALS & PHARMACEUTICALS LTD.,Active,B ,10.0,INE829A01014,Pharmaceuticals,Equity,BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,EQ,12-JUN-1996,10,1,10
524404,,MARKSANS,MARKSANS PHARMA LTD.,Active,A ,1.0,INE750C01026,Pharmaceuticals,Equity,MARKSANS,Marksans Pharma Limited,EQ,21-JAN-2002,1,1,1
524494,,IPCALAB,IPCA LABORATORIES LTD.,Active,A ,2.0,INE571A01020,Pharmaceuticals,Equity,IPCALAB,IPCA Laboratories Limited,EQ,08-FEB-1995,2,1,2
524500,,KILITCH,KILITCH DRUGS (INDIA) LTD.,Active,T ,10.0,INE729D01010,Pharmaceuticals,Equity,KILITCH,Kilitch Drugs (India) Limited,BE,29-SEP-2010,10,1,10
524518,,KREBSBIO,KREBS BIOCHEMICALS & INDUSTRIES LTD.-$,Active,B ,10.0,INE268B01013,Pharmaceuticals,Equity,KREBSBIO,Krebs Biochemicals and Industries Limited,EQ,03-JAN-1996,10,1,10
524558,,NEULANDLAB,NEULAND LABORATORIES LTD.,Active,A ,10.0,INE794A01010,Pharmaceuticals,Equity,NEULANDLAB,Neuland Laboratories Limited,EQ,13-OCT-2008,10,1,10
524570,,PODARPIGQ,PODDAR PIGMENTS LTD.-$,Active,B ,10.0,INE371C01013,Specialty Chemicals,Equity,PODDARMENT,Poddar Pigments Limited,EQ,22-NOV-2016,10,1,10
524598,,AKSCHEM,AKSHARCHEM (INDIA) LTD.-$,Active,B ,10.0,INE542B01011,Specialty Chemicals,Equity,AKSHARCHEM,AksharChem India Limited,EQ,28-MAR-2017,10,1,10
524667,,SOTL,SAVITA OIL TECHNOLOGIES LTD.,Active,B ,10.0,INE035D01012,Refineries/ Petro-Products,Equity,SOTL,Savita Oil Technologies Limited,EQ,28-JUN-1995,10,1,10
524669,,HESTERBIO,HESTER BIOSCIENCES LTD.,Active,A ,10.0,INE782E01017,Pharmaceuticals,Equity,HESTERBIO,Hester Biosciences Limited,EQ,13-MAR-2015,10,1,10
524709,,NACLIND,NACL Industries Ltd,Active,B ,1.0,INE295D01020,Agrochemicals,Equity,NACLIND,NACL Industries Limited,EQ,07-APR-2017,1,1,1
524715,,SUNPHARMA,SUN PHARMACEUTICAL INDUSTRIES LTD.,Active,A ,1.0,INE044A01036,Pharmaceuticals,Equity,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,08-FEB-1995,1,1,1
524735,,HIKAL,HIKAL LTD.,Active,A ,2.0,INE475B01022,Pharmaceuticals,Equity,HIKAL,Hikal Limited,EQ,14-FEB-2001,2,1,2
524742,,CAPPL,CAPLIN POINT LABORATORIES LTD.,Active,A ,2.0,INE475E01026,Pharmaceuticals,Equity,CAPLIPOINT,Caplin Point Laboratories Limited,EQ,23-JUN-2014,2,1,2
524804,,AUROPHARMA,AUROBINDO PHARMA LTD.,Active,A ,1.0,INE406A01037,Pharmaceuticals,Equity,AUROPHARMA,Aurobindo Pharma Limited,EQ,19-JUL-2000,1,1,1
524816,,NATCOPHARM,NATCO PHARMA LTD.,Active,A ,2.0,INE987B01026,Pharmaceuticals,Equity,NATCOPHARM,Natco Pharma Limited,EQ,27-DEC-1995,2,1,2
524820,,PANAMAPET,PANAMA PETROCHEM LTD.,Active,B ,2.0,INE305C01029,Refineries/ Petro-Products,Equity,PANAMAPET,Panama Petrochem Limited,EQ,30-SEP-2011,2,1,2
524824,,BALPHARMA,BAL PHARMA LTD.,Active,T ,10.0,INE083D01012,Pharmaceuticals,Equity,BALPHARMA,Bal Pharma Limited,BE,08-MAY-2006,10,1,10
526027,,CUBEXTUB,CUBEX TUBINGS LTD.,Active,T ,10.0,INE144D01012,Copper,Equity,CUBEXTUB,Cubex Tubings Limited,BE,24-APR-1996,10,1,10
526217,,HITECHCORP,Hitech Corporation Ltd-$,Active,B ,10.0,INE120D01012,Containers & Packaging,Equity,HITECHCORP,Hitech Corporation Limited,EQ,20-DEC-2007,10,1,10
526227,,FILATEX,FILATEX INDIA LTD.-$,Active,B ,2.0,INE816B01027,Textiles,Equity,FILATEX,Filatex India Limited,EQ,29-AUG-2011,2,1,2
526235,,MERCATOR,MERCATOR LTD.-$,Active,B ,1.0,INE934B01028,Shipping,Equity,MERCATOR,Mercator Limited,EQ,20-JUN-2005,1,1,1
526247,,PREMEXPLQ,PREMIER EXPLOSIVES LTD.,Active,B ,10.0,INE863B01011,Specialty Chemicals,Equity,PREMEXPLN,Premier Explosives Limited,EQ,17-JUN-2016,10,1,10
526263,,MOLDTEK,MOLD-TEK TECHNOLOGIES LTD.,Active,B ,2.0,INE835B01035,BPO/KPO,Equity,MOLDTECH,Mold-Tek Technologies Limited,EQ,07-JUL-2016,2,1,2
526299,,MPHASIS,MPHASIS LTD.,Active,A ,10.0,INE356A01018,IT Consulting & Software,Equity,MPHASIS,MphasiS Limited,EQ,04-JUN-2004,10,1,10
526325,,ORIENTLTD,ORIENT PRESS LTD.,Active,B ,10.0,INE609C01024,Containers & Packaging,Equity,ORIENTLTD,Orient Press Limited,EQ,03-MAR-2010,10,1,10
526367,,GANESHHOUC,GANESH HOUSING CORPORATION LTD.-$,Active,B ,10.0,INE460C01014,Realty,Equity,GANESHHOUC,Ganesh Housing Corporation Limited,EQ,02-MAR-2007,10,1,10
526371,,NMDC,NMDC LTD.,Active,A ,1.0,INE584A01023,Mining,Equity,NMDC,NMDC Limited,EQ,03-MAR-2008,1,1,1
526381,,PATINTLOG,PATEL INTEGRATED LOGISTICS LTD.-$,Active,B ,10.0,INE529D01014,Surface Transportation,Equity,PATINTLOG,Patel Integrated Logistics Limited,EQ,11-JAN-2008,10,1,10
526397,,ALPHAGEO,ALPHAGEO (INDIA) LTD.-$,Active,B ,10.0,INE137C01018,Oil Equipment & Services,Equity,ALPHAGEO,Alphageo (India) Limited,EQ,11-MAY-2007,10,1,10
526521,,SANGHIIND,SANGHI INDUSTRIES LTD.,Active,B ,10.0,INE999B01013,Cement & Cement Products,Equity,SANGHIIND,Sanghi Industries Limited,EQ,10-MAY-1995,10,1,10
526550,,CCHHL,Country Club Hospitality & Holidays Ltd,Active,T ,2.0,INE652F01027,Hotels,Equity,CCHHL,Country Club Hospitality & Holidays Limited,BE,03-FEB-2015,2,1,2
526576,,TECHIN,TECHINDIA NIRMAN LIMITED,Active,T ,10.0,INE778A01021,Realty,Equity,TECHIN,Techindia Nirman Limited,BE,08-SEP-2011,10,1,10
526582,,TPLPLAST,TPL PLASTECH LTD.,Active,B ,10.0,INE413G01014,Plastic Products,Equity,TPLPLASTEH,TPL Plastech Limited,EQ,20-MAY-2015,10,1,10
526596,,LIBERTSHOE,LIBERTY SHOES LTD.,Active,B ,10.0,INE557B01019,Footwear,Equity,LIBERTSHOE,Liberty Shoes Limited,EQ,27-SEP-1995,10,1,10
526608,,ELECTHERM,ELECTROTHERM (INDIA) LTD.,Active,B ,10.0,INE822G01016,Iron & Steel Products,Equity,ELECTHERM,Electrotherm (India) Limited,EQ,20-AUG-2007,10,1,10
526612,,BLUEDART,BLUE DART EXPRESS LTD.,Active,A ,10.0,INE233B01017,Transportation - Logistics,Equity,BLUEDART,Blue Dart Express Limited,EQ,12-DEC-2002,10,1,10
526642,,MIRZAINT,MIRZA INTERNATIONAL LTD.,Active,B ,2.0,INE771A01026,Footwear,Equity,MIRZAINT,Mirza International Limited,EQ,28-APR-1999,2,1,2
526650,,TFCILTD,TOURISM FINANCE CORPORATION OF INDIA LTD.,Active,B ,10.0,INE305A01015,Financial Institutions,Equity,TFCILTD,Tourism Finance Corporation of India Limited,EQ,26-JUL-2000,10,1,10
526662,,ARENTERP,RAJDARSHAN INDUSTRIES LTD.,Active,B ,10.0,INE610C01014,Construction & Engineering,Equity,ARENTERP,Rajdarshan Industries Limited,EQ,18-OCT-1995,10,1,10
526666,,BIL,BHARTIYA INTERNATIONAL LTD.,Active,T ,10.0,INE828A01016,Other Apparels & Accessories,Equity,BIL,Bhartiya International Limited,BE,12-APR-2000,10,1,10
526668,,KAMATHOTEL,KAMAT HOTELS (INDIA) LTD.,Active,T ,10.0,INE967C01018,Hotels,Equity,KAMATHOTEL,Kamat Hotels (I) Limited,BE,29-MAY-1996,10,1,10
526677,,DALALSTCOM,DSJ COMMUNICATIONS LTD.,Active,T ,1.0,INE055C01020,Publishing,Equity,DALALSTCOM,DSJ Communications Limited,BE,01-MAR-1995,1,1,1
526683,,HOTELRUGBY,HOTEL RUGBY LTD.,Active,B ,10.0,INE275F01019,Hotels,Equity,HOTELRUGBY,Hotel Rugby Limited,EQ,03-APR-1996,10,1,10
526725,,SANDESH,SANDESH LTD.,Active,B ,10.0,INE583B01015,Publishing,Equity,SANDESH,The Sandesh Limited,EQ,26-NOV-2002,10,1,10
526729,,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,Active,B ,10.0,INE025B01017,Other Apparels & Accessories,Equity,GOLDIAM,Goldiam International Limited,EQ,29-AUG-2005,10,1,10
526797,,GREENPLY,GREENPLY INDUSTRIES LTD.,Active,A ,1.0,INE461C01038,Forest Products,Equity,GREENPLY,Greenply Industries Limited,EQ,06-MAR-1996,1,1,1
526807,,SEAMECLTD,SEAMEC LTD.,Active,B ,10.0,INE497B01018,Shipping,Equity,SEAMECLTD,Seamec Limited,EQ,28-JUN-1995,10,1,10
526829,,CONFIPET,CONFIDENCE PETROLEUM INDIA LTD.,Active,B ,1.0,INE552D01024,Oil Marketing & Distribution,Equity,CONFIPET,Confidence Petroleum India Limited,EQ,13-JUN-2019,1,1,1
526849,,BANARBEADS,BANARAS BEADS LTD.,Active,B ,10.0,INE655B01011,Other Apparels & Accessories,Equity,BANARBEADS,Banaras Beads Limited,EQ,07-JUL-1995,10,1,10
526881,,63MOONS,63 Moons Technologies Ltd,Active,T ,2.0,INE111B01023,IT Consulting & Software,Equity,63MOONS,63 moons technologies limited,BE,20-JUN-2005,2,1,2
526885,,SARLAPOLY,SARLA PERFORMANCE FIBERS LTD.-$,Active,B ,1.0,INE453D01025,Textiles,Equity,SARLAPOLY,Sarla Performance Fibers Limited,EQ,19-JAN-2007,1,1,1
526921,,21STCENMGM,TWENTYFIRST CENTURY MANAGEMENT SERVICES LTD.,Active,B ,10.0,INE253B01015,Other Financial Services,Equity,21STCENMGM,21st Century Management Services Limited,EQ,03-MAY-1995,10,1,10
526947,,LAOPALA,LA OPALA RG LTD.,Active,A ,2.0,INE059D01020,Houseware,Equity,LAOPALA,La Opala RG Limited,EQ,16-MAR-2007,2,1,2
526953,,VENUSREM,VENUS REMEDIES LTD.,Active,B ,10.0,INE411B01019,Pharmaceuticals,Equity,VENUSREM,Venus Remedies Limited,EQ,20-DEC-2006,10,1,10
526987,,URJAGLOBA,URJA GLOBAL LTD.,Active,B ,1.0,INE550C01020,Heavy Electrical Equipment,Equity,URJA,Urja Global Limited,EQ,28-MAR-2017,1,1,1
527001,,ASHAPURMIN,ASHAPURA MINECHEM LTD.,Active,B ,2.0,INE348A01023,Mining,Equity,ASHAPURMIN,Ashapura Minechem Limited,EQ,20-SEP-1995,2,1,2
530001,,GUJALKALI,GUJARAT ALKALIES & CHEMICALS LTD.,Active,A ,10.0,INE186A01019,Commodity Chemicals,Equity,GUJALKALI,Gujarat Alkalies and Chemicals Limited,EQ,07-AUG-1997,10,1,10
530005,,INDIACEM,INDIA CEMENTS LTD.,Active,A ,10.0,INE383A01012,Cement & Cement Products,Equity,INDIACEM,The India Cements Limited,EQ,31-MAY-2000,10,1,10
530007,,JKTYRE,JK TYRE & INDUSTRIES LTD.,Active,A ,2.0,INE573A01042,Auto Tyres & Rubber Products,Equity,JKTYRE,JK Tyre & Industries Limited,EQ,19-MAR-2007,2,1,2
530011,,MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD.,Active,B ,10.0,INE558B01017,Fertilizers,Equity,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,EQ,22-OCT-2007,10,1,10
530017,,SIL,STANDARD INDUSTRIES LTD.,Active,T ,5.0,INE173A01025,Commodity Chemicals,Equity,SIL,Standard Industries Limited,BE,27-JAN-2004,5,1,5
530019,,JUBLPHARMA,Jubilant Pharmova Ltd,Active,A ,1.0,INE700A01033,Pharmaceuticals,Equity,JUBLPHARMA,Jubilant Pharmova Limited,EQ,16-JUN-2003,1,1,1
530023,,THEINVEST,The Investment Trust Of India Ltd,Active,B ,10.0,INE924D01017,Finance (including NBFCs),Equity,THEINVEST,The Investment Trust Of India Limited,EQ,02-AUG-2017,10,1,10
530047,,MOHOTAIND,Mohota Industries Ltd,Active,B ,10.0,INE313D01013,Textiles,Equity,MOHOTAIND,Mohota Industries Limited,EQ,10-APR-1996,10,1,10
530073,,SANGHVIMOV,SANGHVI MOVERS LTD.,Active,B ,2.0,INE989A01024,Transport Related Services,Equity,SANGHVIMOV,Sanghvi Movers Limited,EQ,24-JAN-2007,2,1,2
530075,,SELAN,SELAN EXPLORATION TECHNOLOGY LTD.-$,Active,B ,10.0,INE818A01017,Exploration & Production,Equity,SELAN,Selan Exploration Technology Limited,EQ,26-SEP-2006,10,1,10
530117,,PRIVISCL,Privi Speciality Chemicals Ltd,Active,A ,10.0,INE959A01019,Specialty Chemicals,Equity,PRIVISCL,Privi Speciality Chemicals Limited,EQ,08-MAY-2015,10,1,10
530135,,OPTIEMUS,Optiemus Infracom Ltd,Active,B ,10.0,INE350C01017,Telecom Equipment,Equity,OPTIEMUS,Optiemus Infracom Limited,EQ,08-AUG-2017,10,1,10
530199,,THEMISMED,THEMIS MEDICARE LTD.,Active,B ,10.0,INE083B01016,Pharmaceuticals,Equity,THEMISMED,Themis Medicare Limited,EQ,02-APR-2007,10,1,10
530239,,SUVEN,SUVEN LIFE SCIENCES LTD.,Active,A ,1.0,INE495B01038,Pharmaceuticals,Equity,SUVEN,Suven Life Sciences Limited,EQ,23-OCT-2003,1,1,1
530299,,KOTHARIPRO,KOTHARI PRODUCTS LTD.,Active,B ,10.0,INE823A01017,Comm.Trading  & Distribution,Equity,KOTHARIPRO,Kothari Products Limited,EQ,03-JUN-1998,10,1,10
530307,,CHAMANSEQ,CHAMAN LAL SETIA EXPORTS LTD.-$,Active,B ,2.0,INE419D01026,Other Agricultural Products,Equity,CLSEL,Chaman Lal Setia Exports Limited,EQ,12-MAY-2021,2,1,2
530343,,GENUSPOWER,GENUS POWER INFRASTRUCTURES LTD.-$,Active,B ,1.0,INE955D01029,Other Elect.Equip./ Prod.,Equity,GENUSPOWER,Genus Power Infrastructures Limited,EQ,08-JUL-2005,1,1,1
530363,,UGARSUGAR,UGAR SUGAR WORKS LTD.-$,Active,B ,1.0,INE071E01023,Sugar,Equity,UGARSUGAR,The Ugar Sugar Works Limited,EQ,23-AUG-2010,1,1,1
530365,,ORIENTBELL,ORIENT BELL LIMITED-$,Active,B ,10.0,INE607D01018,Furniture-Furnishing-Paints,Equity,ORIENTBELL,Orient Bell Limited,EQ,14-FEB-2007,10,1,10
530367,,NRBBEARING,NRB BEARINGS LTD.,Active,A ,2.0,INE349A01021,Industrial Machinery,Equity,NRBBEARING,NRB Bearing Limited,EQ,08-MAR-2000,2,1,2
530377,,NILA,NILA INFRASTRUCTURES LTD.,Active,B ,1.0,INE937C01029,Construction & Engineering,Equity,NILAINFRA,Nila Infrastructures Limited,EQ,21-MAY-2015,1,1,1
530393,,DBSTOCKBRO,DB (INTERNATIONAL) STOCK BROKERS LTD.,Active,T ,2.0,INE921B01025,Other Financial Services,Equity,DBSTOCKBRO,DB (International) Stock Brokers Limited,BE,29-FEB-2012,2,1,2
530517,,RELAXO,RELAXO FOOTWEARS LTD.-$,Active,A ,1.0,INE131B01039,Footwear,Equity,RELAXO,Relaxo Footwears Limited,EQ,17-JUN-2011,1,1,1
530549,,SHILPAMED,SHILPA MEDICARE LTD.,Active,A ,1.0,INE790G01031,Pharmaceuticals,Equity,SHILPAMED,Shilpa Medicare Limited,EQ,03-DEC-2009,1,1,1
530555,,PARACABLES,PARAMOUNT COMMUNICATIONS LTD.-$,Active,B ,2.0,INE074B01023,Other Elect.Equip./ Prod.,Equity,PARACABLES,Paramount Communications Limited,EQ,03-JAN-2007,2,1,2
530655,,GOODLUCK,Goodluck India Ltd,Active,B ,2.0,INE127I01024,Iron & Steel Products,Equity,GOODLUCK,Goodluck India Limited,EQ,08-JAN-2015,2,1,2
530699,,RAJRAYON,Raj Rayon Industries Limited-$,Active,Z ,1.0,INE533D01024,Textiles,Equity,RAJRAYON,Raj Rayon Industries Limited,BZ,04-JAN-2007,1,1,1
530715,,ALPSINDUS,ALPS INDUSTRIES LTD.,Active,B ,10.0,INE093B01015,Textiles,Equity,ALPSINDUS,Alps Industries Limited,EQ,24-APR-1996,10,1,10
530759,,STERTOOLS,STERLING TOOLS LTD.-$,Active,B ,2.0,INE334A01023,Auto Parts & Equipment,Equity,STERTOOLS,Sterling Tools Limited,EQ,02-FEB-2006,2,1,2
530803,,BHAGIL,Bhageria Industries Ltd,Active,B ,5.0,INE354C01027,Commodity Chemicals,Equity,BHAGERIA,Bhageria Industries Limited,EQ,02-MAR-2016,5,1,5
530813,,KRBL,KRBL LTD.,Active,A ,1.0,INE001B01026,Packaged Foods,Equity,KRBL,KRBL Limited,EQ,21-JAN-2002,1,1,1
530843,,CUPID,CUPID LTD.-$,Active,B ,10.0,INE509F01011,Personal Products,Equity,CUPID,Cupid Limited,EQ,16-SEP-2016,10,1,10
530871,,CHEMBOND,CHEMBOND CHEMICALS LTD.-$,Active,B ,5.0,INE995D01025,Specialty Chemicals,Equity,CHEMBOND,Chembond Chemicals Ltd,EQ,20-NOV-2019,5,1,5
530919,,REMSONSIND,REMSONS INDUSTRIES LTD.,Active,B ,10.0,INE474C01015,Auto Parts & Equipment,Equity,REMSONSIND,Remsons Industries Limited,EQ,31-JAN-1996,10,1,10
530943,,SABTN,SRI ADHIKARI BROTHERS TELEVISION NETWORK LTD.,Active,T ,10.0,INE416A01036,Movies & Entertainment,Equity,SABTN,Sri Adhikari Brothers Television Network Limited,BE,16-NOV-2007,10,1,10
530961,,VIKASECO,Vikas EcoTech Ltd,Active,T ,1.0,INE806A01020,Specialty Chemicals,Equity,VIKASECO,Vikas EcoTech Limited,BE,12-DEC-2011,1,1,1
530965,,IOC,INDIAN OIL CORPORATION LTD.,Active,A ,10.0,INE242A01010,Oil Marketing & Distribution,Equity,IOC,Indian Oil Corporation Limited,EQ,24-JUL-1996,10,1,10
530999,,BALAMINES,BALAJI AMINES LTD.-$,Active,A ,2.0,INE050E01027,Specialty Chemicals,Equity,BALAMINES,Balaji Amines Limited,EQ,05-APR-2007,2,1,2
531082,,ALANKIT,Alankit Ltd,Active,B ,1.0,INE914E01040,Misc.Commercial Services,Equity,ALANKIT,Alankit Limited,EQ,30-JUN-2015,1,1,1
531092,,OMINFRAL,OM Infra Ltd,Active,B ,1.0,INE239D01028,Construction & Engineering,Equity,OMINFRAL,OM INFRA LIMITED,EQ,17-JUN-2011,1,1,1
531120,,PATELENG,PATEL ENGINEERING LTD.-$,Active,A ,1.0,INE244B01030,Construction & Engineering,Equity,PATELENG,Patel Engineering Limited,EQ,24-FEB-2005,1,1,1
531147,,ALICON,Alicon Castalloy Limited,Active,B ,5.0,INE062D01024,Auto Parts & Equipment,Equity,ALICON,Alicon Castalloy Limited,EQ,29-SEP-2006,5,1,5
531162,,EMAMILTD,EMAMI LTD.-$,Active,A ,1.0,INE548C01032,Personal Products,Equity,EMAMILTD,Emami Limited,EQ,03-AUG-2006,1,1,1
